timestamp,x_px,y_px,z_mm,point_id,sequence_id
1748586633.7043703,410,330,540.0,P1,10
1748586633.7362955,409,330,542.0,P1,10
1748586633.769572,409,330,541.0,P1,10
1748586633.8042343,410,331,541.0,P1,10
1748586633.8394356,409,331,542.0,P1,10
1748586633.866989,409,331,542.0,P1,10
1748586633.8988073,410,331,541.0,P1,10
1748586633.9314272,410,331,541.0,P1,10
1748586633.975903,410,331,541.0,P1,10
1748586633.9938438,409,331,542.0,P1,10
1748586634.0411873,410,330,542.0,P1,10
1748586634.0620148,409,330,541.0,P1,10
1748586634.10505,410,330,541.0,P1,10
1748586634.1420228,409,330,542.0,P1,10
1748586634.1693788,409,330,542.0,P1,10
1748586634.2011144,409,330,540.0,P1,10
1748586634.2331243,409,331,541.0,P1,10
1748586634.2664416,409,330,542.0,P1,10
1748586634.2958958,410,330,541.0,P1,10
1748586634.3313572,411,331,539.0,P1,10
