timestamp,x_px,y_px,z_mm,point_id,sequence_id
1751004666.0067728,452,337,495,P1,14
1751004666.0292196,447,347,507,P1,14
1751004666,442,353,513,P1,14
1751004666,438,357,521,P1,14
1751004666.129148,434,361,523,P1,14
1751004666.1759214,430,363,528,P1,14
1751004666.196329,425,364,531,P1,14
1751004666.2334194,425,365,532,P1,14
1751004666.277272,425,365,532,P1,14
1751004666.3100054,424,364,531,P1,14
1751004666.329247,425,364,533,P1,14
1751004666.3670285,425,364,532,P1,14
1751004666.3968754,425,364,533,P1,14
1751004666.4335098,425,364,533,P1,14
1751004666.4728954,425,364,533,P1,14
1751004666.4977975,425,364,533,P1,14
1751004666.543818,424,364,533,P1,14
1751004666.5775542,424,364,532,P1,14
1751004666.613344,424,364,533,P1,14
1751004666.642818,424,364,532,P1,14
1751004666.6742697,423,364,533,P1,14
1751004666.7133765,424,360,526,P1,14
1751004666.7404985,426,354,524,P1,14
1751004666.7774627,429,344,517,P1,14
1751004667,431,333,520,P1,14
1751004666.845455,436,317,488,P1,14
1751004666.868705,441,299,580,P1,14
1751004666.915326,446,276,605,P1,14
1751004666.9365613,455,251,635,P1,14
1751004666.9794643,466,223,668,P1,14
1751004667.0135157,478,188,756,P1,14
1751004667.042864,488,152,750,P1,14
1751004667.0787365,499,115,734,P1,14
1751004668.1485543,550,111,715,P1,15
1751004668.1769552,488,180,435,P1,15
1751004668.204695,470,217,451,P1,15
1751004668.244419,504,271,623,P1,15
1751004668.2653122,491,299,597,P1,15
1751004668.3033965,478,319,480,P1,15
1751004668.332124,467,334,491,P1,15
1751004668.3701572,459,345,507,P1,15
1751004668.4038136,451,352,512,P1,15
1751004668.4480257,443,356,520,P1,15
1751004668.482031,438,360,525,P1,15
1751004668.5142226,432,363,530,P1,15
1751004668.5323253,428,366,531,P1,15
1751004668.5810847,427,366,529,P1,15
1751004668.598464,427,366,530,P1,15
1751004668.632237,426,365,531,P1,15
1751004668.665591,427,366,529,P1,15
1751004668.7134092,427,366,531,P1,15
1751004668.7375607,427,365,531,P1,15
1751004668.779523,427,365,531,P1,15
1751004668.8143687,427,366,529,P1,15
1751004668.8471272,427,365,529,P1,15
1751004668.8783925,426,365,531,P1,15
1751004668.9143908,426,363,527,P1,15
1751004668.9473608,427,360,525,P1,15
1751004668.979438,429,353,520,P1,15
1751004669.0164776,430,341,521,P1,15
1751004669.042629,433,326,499,P1,15
1751004669.0746212,436,307,572,P1,15
1751004669.138699,442,261,619,P1,15
1751004669.1702003,449,234,651,P1,15
1751004669.217779,454,202,692,P1,15
1751004669.236201,466,168,772,P1,15
1751004669.2820241,474,130,742,P1,15
1751004669.3161483,487,88,720,P1,15
1751004672.7201934,377,124,408,P2,1
1751004672.7372448,359,167,420,P2,1
1751004672.7867832,354,188,439,P2,1
1751004672.8065178,343,233,447,P2,1
1751004672.841749,332,255,458,P2,1
1751004672.8703973,329,293,468,P2,1
1751004672.903807,330,320,475,P2,1
1751004672.9367502,328,334,483,P2,1
1751004672.9867024,325,340,493,P2,1
1751004673.0058067,323,344,495,P2,1
1751004673.050776,320,346,500,P2,1
1751004673.072605,318,349,509,P2,1
1751004673.1040115,317,349,515,P2,1
1751004673.1392086,315,350,522,P2,1
1751004673.182168,313,349,522,P2,1
1751004673.2158349,312,349,523,P2,1
1751004673.237297,311,350,524,P2,1
1751004673.271979,311,350,524,P2,1
1751004673.3053882,311,349,523,P2,1
1751004673.3480608,312,350,524,P2,1
1751004673.3824291,313,352,522,P2,1
1751004673.4150815,314,354,522,P2,1
1751004673.4479506,315,355,522,P2,1
1751004673.479315,316,355,521,P2,1
1751004673.5204434,315,354,522,P2,1
1751004673.5426054,315,355,522,P2,1
1751004673.5899403,315,355,521,P2,1
1751004673.6077125,315,354,522,P2,1
1751004673.6525419,315,354,522,P2,1
1751004673.6732607,316,354,522,P2,1
1751004673.720715,315,354,522,P2,1
1751004673.7477055,316,353,522,P2,1
1751004673.7790604,315,354,522,P2,1
1751004673.8127062,315,353,521,P2,1
1751004673.8437014,315,354,522,P2,1
1751004674,315,353,523,P2,1
1751004673.9208999,314,352,521,P2,1
1751004673.9428532,314,349,517,P2,1
1751004674,315,344,509,P2,1
1751004674.0057292,316,333,499,P2,1
1751004674.0374835,320,317,482,P2,1
1751004674.0850315,326,294,564,P2,1
1751004674.1165082,335,267,597,P2,1
1751004674.1482756,343,236,630,P2,1
1751004674.1801426,354,197,670,P2,1
1751004674.2120633,353,146,829,P2,1
1751004675.1899574,386,134,775,P2,2
1751004675.2058403,361,172,421,P2,2
1751004675.2502956,355,209,437,P2,2
1751004675.274848,342,246,451,P2,2
1751004675.3168843,344,286,459,P2,2
1751004675.3393438,339,308,469,P2,2
1751004675.3859682,336,326,479,P2,2
1751004675.4168453,332,338,485,P2,2
1751004675.4397967,328,347,494,P2,2
1751004675.4730682,324,352,503,P2,2
1751004675.522842,323,354,507,P2,2
1751004675.5507312,321,354,508,P2,2
1751004675.5831845,318,356,515,P2,2
1751004676,316,358,518,P2,2
1751004675.656559,314,359,519,P2,2
1751004675.6734889,314,358,519,P2,2
1751004675.706856,313,357,520,P2,2
1751004675.742104,313,355,521,P2,2
1751004675.773427,313,355,521,P2,2
1751004675.8064177,313,356,521,P2,2
1751004675.853239,313,355,521,P2,2
1751004675.8735728,313,356,522,P2,2
1751004675.917741,312,355,522,P2,2
1751004676,312,355,522,P2,2
1751004675.9838176,312,355,521,P2,2
1751004676.0195765,313,355,520,P2,2
1751004676.0552459,313,354,521,P2,2
1751004676.086626,313,354,521,P2,2
1751004676.1182692,314,353,521,P2,2
1751004676.1584938,315,353,520,P2,2
1751004676.1820257,316,350,520,P2,2
1751004676.2139628,318,347,515,P2,2
1751004676.2458508,320,341,514,P2,2
1751004676.2792609,324,334,510,P2,2
1751004676.3192081,329,324,508,P2,2
1751004676.342873,333,309,492,P2,2
1751004676.3746808,339,292,480,P2,2
1751004676.4085383,344,272,590,P2,2
1751004676.4814043,356,220,648,P2,2
1751004676.5133255,363,189,683,P2,2
1751004676.5451531,371,152,803,P2,2
1751004676.5878446,378,110,779,P2,2
1751004676.6200678,385,60,725,P2,2
1751004677.6276786,429,105,750,P2,3
1751004677.6444037,377,151,422,P2,3
1751004677.6846151,365,183,441,P2,3
1751004677.7084632,352,230,450,P2,3
1751004677.7426844,339,257,466,P2,3
1751004677.785571,342,296,477,P2,3
1751004677.8088446,333,318,487,P2,3
1751004677.855384,327,331,495,P2,3
1751004677.8868773,323,340,503,P2,3
1751004677.9089057,320,346,507,P2,3
1751004677.944434,320,349,510,P2,3
1751004677.9755301,320,350,515,P2,3
1751004678.008863,318,351,519,P2,3
1751004678.0476391,317,354,523,P2,3
1751004678.0765982,316,355,522,P2,3
